2025-04-19 00:01:24,541 | [32mINFO[0m | nl-to-sparql | logging_utils.py:132 | Logging initialized: console=INFO, file=DEBUG
2025-04-19 00:03:16,385 | DEBUG | httpcore.http11 | _trace.py:47 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Fri, 18 Apr 2025 17:03:16 GMT'), (b'Content-Type', b'application/json'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'access-control-expose-headers', b'X-Request-ID'), (b'openai-organization', b'user-azcwg4thexa6yyypiursgjjt'), (b'openai-processing-ms', b'870'), (b'openai-version', b'2020-10-01'), (b'x-ratelimit-limit-requests', b'5000'), (b'x-ratelimit-limit-tokens', b'4000000'), (b'x-ratelimit-remaining-requests', b'4999'), (b'x-ratelimit-remaining-tokens', b'3999758'), (b'x-ratelimit-reset-requests', b'12ms'), (b'x-ratelimit-reset-tokens', b'3ms'), (b'x-request-id', b'req_59ff2bc062987dbb2870ed92aafd1ac9'), (b'strict-transport-security', b'max-age=31536000; includeSubDomains; preload'), (b'cf-cache-status', b'DYNAMIC'), (b'Set-Cookie', b'__cf_bm=KPPZ2589D3YeKNYmZBR8VdDWT.LcIARapT5RTXW6fNc-1744995796-1.0.1.1-BeP6Zkb869JEenbz_krIGxU1ZPW4Ki8Ll8niyVUbpjonNuZRSSe7cEury2.UQFBRSWiyM9Lz0ZSvEwO_akc6FeB9cxH46M6Sja2h2AqdH.0; path=/; expires=Fri, 18-Apr-25 17:33:16 GMT; domain=.api.openai.com; HttpOnly; Secure; SameSite=None'), (b'X-Content-Type-Options', b'nosniff'), (b'Set-Cookie', b'_cfuvid=lIcksy7tS.fkduF46zmuK9ir_rfk3R0Z_s2OU4eOk80-1744995796393-0.0.1.1-604800000; path=/; domain=.api.openai.com; HttpOnly; Secure; SameSite=None'), (b'Server', b'cloudflare'), (b'CF-RAY', b'9325bc05b93304ec-HKG'), (b'Content-Encoding', b'gzip'), (b'alt-svc', b'h3=":443"; ma=86400')])
2025-04-19 00:03:16,386 | [32mINFO[0m | httpx | _client.py:1025 | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-19 00:03:16,387 | DEBUG | httpcore.http11 | _trace.py:47 | receive_response_body.started request=<Request [b'POST']>
2025-04-19 00:03:16,389 | DEBUG | httpcore.http11 | _trace.py:47 | receive_response_body.complete
2025-04-19 00:03:16,390 | DEBUG | httpcore.http11 | _trace.py:47 | response_closed.started
2025-04-19 00:03:16,390 | DEBUG | httpcore.http11 | _trace.py:47 | response_closed.complete
2025-04-19 00:03:16,390 | DEBUG | openai._base_client | _base_client.py:996 | HTTP Response: POST https://api.openai.com/v1/chat/completions "200 OK" Headers([('date', 'Fri, 18 Apr 2025 17:03:16 GMT'), ('content-type', 'application/json'), ('transfer-encoding', 'chunked'), ('connection', 'keep-alive'), ('access-control-expose-headers', 'X-Request-ID'), ('openai-organization', 'user-azcwg4thexa6yyypiursgjjt'), ('openai-processing-ms', '870'), ('openai-version', '2020-10-01'), ('x-ratelimit-limit-requests', '5000'), ('x-ratelimit-limit-tokens', '4000000'), ('x-ratelimit-remaining-requests', '4999'), ('x-ratelimit-remaining-tokens', '3999758'), ('x-ratelimit-reset-requests', '12ms'), ('x-ratelimit-reset-tokens', '3ms'), ('x-request-id', 'req_59ff2bc062987dbb2870ed92aafd1ac9'), ('strict-transport-security', 'max-age=31536000; includeSubDomains; preload'), ('cf-cache-status', 'DYNAMIC'), ('set-cookie', '__cf_bm=KPPZ2589D3YeKNYmZBR8VdDWT.LcIARapT5RTXW6fNc-1744995796-1.0.1.1-BeP6Zkb869JEenbz_krIGxU1ZPW4Ki8Ll8niyVUbpjonNuZRSSe7cEury2.UQFBRSWiyM9Lz0ZSvEwO_akc6FeB9cxH46M6Sja2h2AqdH.0; path=/; expires=Fri, 18-Apr-25 17:33:16 GMT; domain=.api.openai.com; HttpOnly; Secure; SameSite=None'), ('x-content-type-options', 'nosniff'), ('set-cookie', '_cfuvid=lIcksy7tS.fkduF46zmuK9ir_rfk3R0Z_s2OU4eOk80-1744995796393-0.0.1.1-604800000; path=/; domain=.api.openai.com; HttpOnly; Secure; SameSite=None'), ('server', 'cloudflare'), ('cf-ray', '9325bc05b93304ec-HKG'), ('content-encoding', 'gzip'), ('alt-svc', 'h3=":443"; ma=86400')])
2025-04-19 00:03:16,390 | DEBUG | openai._base_client | _base_client.py:1004 | request_id: req_59ff2bc062987dbb2870ed92aafd1ac9
2025-04-19 00:03:16,399 | DEBUG | openai._base_client | _base_client.py:454 | Request options: {'method': 'post', 'url': '/chat/completions', 'files': None, 'json_data': {'messages': [{'content': 'You are a professional developer with experience in writing SPARQL for ontology file. Your task is to validate the provided plan to transform natural provided user query to SPARQL is valid. Please follow the instruction below:\n             - Check each step is correct. If not correct, provide how to improve in short for each step\n             - If the step level is complex, if all property is describe in previous steps, it is correct. \n             - Check if the plan can answer the user query.\n             - If plan is valid or can be accepted, the output is {"is_valid": true, "feedback": []}\n             The output format must be following this format:\n             {"is_valid": true or false, "feedback": [\n                {"step": "step query", "feedback": "feedback"}\n             ]}', 'role': 'system'}, {'content': "**User query:**What is the identity of Quang Trung in the knowledge graph?, **Plan**:[{'step': 'Identify the entity Quang Trung in the knowledge graph', 'sparql_type': 'SELECT', 'level': 'simple'}]", 'role': 'user'}], 'model': 'gpt-4o-mini', 'stream': False, 'temperature': 0.0}}
2025-04-19 00:03:16,399 | DEBUG | openai._base_client | _base_client.py:957 | Sending HTTP Request: POST https://api.openai.com/v1/chat/completions
2025-04-19 00:03:16,399 | DEBUG | httpcore.connection | _trace.py:47 | connect_tcp.started host='api.openai.com' port=443 local_address=None timeout=None socket_options=None
2025-04-19 00:03:16,433 | DEBUG | httpcore.connection | _trace.py:47 | connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x17504dbe0>
2025-04-19 00:03:16,433 | DEBUG | httpcore.connection | _trace.py:47 | start_tls.started ssl_context=<ssl.SSLContext object at 0x30d5ffd40> server_hostname='api.openai.com' timeout=None
2025-04-19 00:03:16,471 | DEBUG | httpcore.connection | _trace.py:47 | start_tls.complete return_value=<httpcore._backends.sync.SyncStream object at 0x1737ed4f0>
2025-04-19 00:03:16,471 | DEBUG | httpcore.http11 | _trace.py:47 | send_request_headers.started request=<Request [b'POST']>
2025-04-19 00:03:16,471 | DEBUG | httpcore.http11 | _trace.py:47 | send_request_headers.complete
2025-04-19 00:03:16,471 | DEBUG | httpcore.http11 | _trace.py:47 | send_request_body.started request=<Request [b'POST']>
2025-04-19 00:03:16,471 | DEBUG | httpcore.http11 | _trace.py:47 | send_request_body.complete
2025-04-19 00:03:16,471 | DEBUG | httpcore.http11 | _trace.py:47 | receive_response_headers.started request=<Request [b'POST']>
2025-04-19 00:03:19,344 | DEBUG | httpcore.http11 | _trace.py:47 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Fri, 18 Apr 2025 17:03:19 GMT'), (b'Content-Type', b'application/json'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'access-control-expose-headers', b'X-Request-ID'), (b'openai-organization', b'user-azcwg4thexa6yyypiursgjjt'), (b'openai-processing-ms', b'2076'), (b'openai-version', b'2020-10-01'), (b'x-ratelimit-limit-requests', b'5000'), (b'x-ratelimit-limit-tokens', b'4000000'), (b'x-ratelimit-remaining-requests', b'4999'), (b'x-ratelimit-remaining-tokens', b'3999747'), (b'x-ratelimit-reset-requests', b'12ms'), (b'x-ratelimit-reset-tokens', b'3ms'), (b'x-request-id', b'req_fe47a91a590e99e501e1a19eb86d1bfe'), (b'strict-transport-security', b'max-age=31536000; includeSubDomains; preload'), (b'cf-cache-status', b'DYNAMIC'), (b'Set-Cookie', b'__cf_bm=PVsC3L4BcQmwDJMs878R0pvOdCD1vztqnOdnKo2VQUg-1744995799-1.0.1.1-En_xNqglyvDkUSBNYYuuCZY7xb4n6xj7ndKyG4138Wb4JNrWll0i5uTaf6SWij6HnHyQPOmSSKYjYPtKWfUuFvqcgXz2s_jAOMGKI0SKeu8; path=/; expires=Fri, 18-Apr-25 17:33:19 GMT; domain=.api.openai.com; HttpOnly; Secure; SameSite=None'), (b'X-Content-Type-Options', b'nosniff'), (b'Set-Cookie', b'_cfuvid=fmfA7SCJblXRNJqBZsLAfgmzktArS5Apm4axqsK89_Y-1744995799351-0.0.1.1-604800000; path=/; domain=.api.openai.com; HttpOnly; Secure; SameSite=None'), (b'Server', b'cloudflare'), (b'CF-RAY', b'9325bc103be10ed4-HKG'), (b'Content-Encoding', b'gzip'), (b'alt-svc', b'h3=":443"; ma=86400')])
2025-04-19 00:03:19,345 | [32mINFO[0m | httpx | _client.py:1025 | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-19 00:03:19,345 | DEBUG | httpcore.http11 | _trace.py:47 | receive_response_body.started request=<Request [b'POST']>
2025-04-19 00:03:19,348 | DEBUG | httpcore.http11 | _trace.py:47 | receive_response_body.complete
2025-04-19 00:03:19,348 | DEBUG | httpcore.http11 | _trace.py:47 | response_closed.started
2025-04-19 00:03:19,348 | DEBUG | httpcore.http11 | _trace.py:47 | response_closed.complete
2025-04-19 00:03:19,348 | DEBUG | openai._base_client | _base_client.py:996 | HTTP Response: POST https://api.openai.com/v1/chat/completions "200 OK" Headers([('date', 'Fri, 18 Apr 2025 17:03:19 GMT'), ('content-type', 'application/json'), ('transfer-encoding', 'chunked'), ('connection', 'keep-alive'), ('access-control-expose-headers', 'X-Request-ID'), ('openai-organization', 'user-azcwg4thexa6yyypiursgjjt'), ('openai-processing-ms', '2076'), ('openai-version', '2020-10-01'), ('x-ratelimit-limit-requests', '5000'), ('x-ratelimit-limit-tokens', '4000000'), ('x-ratelimit-remaining-requests', '4999'), ('x-ratelimit-remaining-tokens', '3999747'), ('x-ratelimit-reset-requests', '12ms'), ('x-ratelimit-reset-tokens', '3ms'), ('x-request-id', 'req_fe47a91a590e99e501e1a19eb86d1bfe'), ('strict-transport-security', 'max-age=31536000; includeSubDomains; preload'), ('cf-cache-status', 'DYNAMIC'), ('set-cookie', '__cf_bm=PVsC3L4BcQmwDJMs878R0pvOdCD1vztqnOdnKo2VQUg-1744995799-1.0.1.1-En_xNqglyvDkUSBNYYuuCZY7xb4n6xj7ndKyG4138Wb4JNrWll0i5uTaf6SWij6HnHyQPOmSSKYjYPtKWfUuFvqcgXz2s_jAOMGKI0SKeu8; path=/; expires=Fri, 18-Apr-25 17:33:19 GMT; domain=.api.openai.com; HttpOnly; Secure; SameSite=None'), ('x-content-type-options', 'nosniff'), ('set-cookie', '_cfuvid=fmfA7SCJblXRNJqBZsLAfgmzktArS5Apm4axqsK89_Y-1744995799351-0.0.1.1-604800000; path=/; domain=.api.openai.com; HttpOnly; Secure; SameSite=None'), ('server', 'cloudflare'), ('cf-ray', '9325bc103be10ed4-HKG'), ('content-encoding', 'gzip'), ('alt-svc', 'h3=":443"; ma=86400')])
2025-04-19 00:03:19,348 | DEBUG | openai._base_client | _base_client.py:1004 | request_id: req_fe47a91a590e99e501e1a19eb86d1bfe
2025-04-19 00:03:19,349 | DEBUG | openai._base_client | _base_client.py:454 | Request options: {'method': 'post', 'url': '/chat/completions', 'files': None, 'json_data': {'messages': [{'content': 'You are a professional developer with experience in writing SPARQL for ontology file. Your task is to create a plan to transform the provided natural query to SPARQL. Please follow the detailed instruction below:\n        - If a query need to compute or find out the interval of time, divide query into simple natural queries and merge queries in last step. Else please not change the query.\n        - Add level for each step: **simple**: can generate query immediately and **complex**: must use previous queries.\n        - Add type of SPARQL query for each step: SELECT, ASK, DESCRIBE and CONSTRUCT.\n        - Do not create SPARQL query.\n        - If can not create plan to transform to SPARQL, the output is []\n        The output format must be following this format: \n        [{"step": "step query", "sparql_type": "SELECT or ASK or DESCRIBE or CONSTRUCT", "level": "simple or complex"}, ...]', 'role': 'system'}, {'content': 'What is the identity of Quang Trung in the knowledge graph?', 'role': 'user'}], 'model': 'gpt-4o-mini', 'stream': False, 'temperature': 0.0}}
2025-04-19 00:03:19,350 | DEBUG | openai._base_client | _base_client.py:957 | Sending HTTP Request: POST https://api.openai.com/v1/chat/completions
2025-04-19 00:03:19,350 | DEBUG | httpcore.http11 | _trace.py:47 | send_request_headers.started request=<Request [b'POST']>
2025-04-19 00:03:19,351 | DEBUG | httpcore.http11 | _trace.py:47 | send_request_headers.complete
2025-04-19 00:03:19,351 | DEBUG | httpcore.http11 | _trace.py:47 | send_request_body.started request=<Request [b'POST']>
2025-04-19 00:03:19,351 | DEBUG | httpcore.http11 | _trace.py:47 | send_request_body.complete
2025-04-19 00:03:19,351 | DEBUG | httpcore.http11 | _trace.py:47 | receive_response_headers.started request=<Request [b'POST']>
2025-04-19 00:03:20,327 | DEBUG | httpcore.http11 | _trace.py:47 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Fri, 18 Apr 2025 17:03:20 GMT'), (b'Content-Type', b'application/json'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'access-control-expose-headers', b'X-Request-ID'), (b'openai-organization', b'user-azcwg4thexa6yyypiursgjjt'), (b'openai-processing-ms', b'680'), (b'openai-version', b'2020-10-01'), (b'x-ratelimit-limit-requests', b'5000'), (b'x-ratelimit-limit-tokens', b'4000000'), (b'x-ratelimit-remaining-requests', b'4999'), (b'x-ratelimit-remaining-tokens', b'3999757'), (b'x-ratelimit-reset-requests', b'12ms'), (b'x-ratelimit-reset-tokens', b'3ms'), (b'x-request-id', b'req_1a160b8912ea1060077f3db0fae7acc3'), (b'strict-transport-security', b'max-age=31536000; includeSubDomains; preload'), (b'cf-cache-status', b'DYNAMIC'), (b'X-Content-Type-Options', b'nosniff'), (b'Server', b'cloudflare'), (b'CF-RAY', b'9325bc222e9404ec-HKG'), (b'Content-Encoding', b'gzip'), (b'alt-svc', b'h3=":443"; ma=86400')])
2025-04-19 00:03:20,328 | [32mINFO[0m | httpx | _client.py:1025 | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-19 00:03:20,329 | DEBUG | httpcore.http11 | _trace.py:47 | receive_response_body.started request=<Request [b'POST']>
2025-04-19 00:03:20,331 | DEBUG | httpcore.http11 | _trace.py:47 | receive_response_body.complete
2025-04-19 00:03:20,332 | DEBUG | httpcore.http11 | _trace.py:47 | response_closed.started
2025-04-19 00:03:20,332 | DEBUG | httpcore.http11 | _trace.py:47 | response_closed.complete
2025-04-19 00:03:20,333 | DEBUG | openai._base_client | _base_client.py:996 | HTTP Response: POST https://api.openai.com/v1/chat/completions "200 OK" Headers({'date': 'Fri, 18 Apr 2025 17:03:20 GMT', 'content-type': 'application/json', 'transfer-encoding': 'chunked', 'connection': 'keep-alive', 'access-control-expose-headers': 'X-Request-ID', 'openai-organization': 'user-azcwg4thexa6yyypiursgjjt', 'openai-processing-ms': '680', 'openai-version': '2020-10-01', 'x-ratelimit-limit-requests': '5000', 'x-ratelimit-limit-tokens': '4000000', 'x-ratelimit-remaining-requests': '4999', 'x-ratelimit-remaining-tokens': '3999757', 'x-ratelimit-reset-requests': '12ms', 'x-ratelimit-reset-tokens': '3ms', 'x-request-id': 'req_1a160b8912ea1060077f3db0fae7acc3', 'strict-transport-security': 'max-age=31536000; includeSubDomains; preload', 'cf-cache-status': 'DYNAMIC', 'x-content-type-options': 'nosniff', 'server': 'cloudflare', 'cf-ray': '9325bc222e9404ec-HKG', 'content-encoding': 'gzip', 'alt-svc': 'h3=":443"; ma=86400'})
2025-04-19 00:03:20,333 | DEBUG | openai._base_client | _base_client.py:1004 | request_id: req_1a160b8912ea1060077f3db0fae7acc3
2025-04-19 00:03:20,336 | DEBUG | openai._base_client | _base_client.py:454 | Request options: {'method': 'post', 'url': '/chat/completions', 'files': None, 'json_data': {'messages': [{'content': 'You are a professional developer with experience in writing SPARQL for ontology file. Your task is to validate the provided plan to transform natural provided user query to SPARQL is valid. Please follow the instruction below:\n             - Check each step is correct. If not correct, provide how to improve in short for each step\n             - If the step level is complex, if all property is describe in previous steps, it is correct. \n             - Check if the plan can answer the user query.\n             - If plan is valid or can be accepted, the output is {"is_valid": true, "feedback": []}\n             The output format must be following this format:\n             {"is_valid": true or false, "feedback": [\n                {"step": "step query", "feedback": "feedback"}\n             ]}', 'role': 'system'}, {'content': "**User query:**What is the identity of Quang Trung in the knowledge graph?, **Plan**:[{'step': 'What is the identity of Quang Trung', 'sparql_type': 'SELECT', 'level': 'simple'}]", 'role': 'user'}], 'model': 'gpt-4o-mini', 'stream': False, 'temperature': 0.0}}
2025-04-19 00:03:20,336 | DEBUG | openai._base_client | _base_client.py:957 | Sending HTTP Request: POST https://api.openai.com/v1/chat/completions
2025-04-19 00:03:20,337 | DEBUG | httpcore.http11 | _trace.py:47 | send_request_headers.started request=<Request [b'POST']>
2025-04-19 00:03:20,337 | DEBUG | httpcore.http11 | _trace.py:47 | send_request_headers.complete
2025-04-19 00:03:20,337 | DEBUG | httpcore.http11 | _trace.py:47 | send_request_body.started request=<Request [b'POST']>
2025-04-19 00:03:20,338 | DEBUG | httpcore.http11 | _trace.py:47 | send_request_body.complete
2025-04-19 00:03:20,338 | DEBUG | httpcore.http11 | _trace.py:47 | receive_response_headers.started request=<Request [b'POST']>
2025-04-19 00:03:22,235 | DEBUG | httpcore.http11 | _trace.py:47 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Fri, 18 Apr 2025 17:03:22 GMT'), (b'Content-Type', b'application/json'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'access-control-expose-headers', b'X-Request-ID'), (b'openai-organization', b'user-azcwg4thexa6yyypiursgjjt'), (b'openai-processing-ms', b'1558'), (b'openai-version', b'2020-10-01'), (b'x-ratelimit-limit-requests', b'5000'), (b'x-ratelimit-limit-tokens', b'4000000'), (b'x-ratelimit-remaining-requests', b'4999'), (b'x-ratelimit-remaining-tokens', b'3999752'), (b'x-ratelimit-reset-requests', b'12ms'), (b'x-ratelimit-reset-tokens', b'3ms'), (b'x-request-id', b'req_fa7a0be9f3392bfcfab096a9595bc6d1'), (b'strict-transport-security', b'max-age=31536000; includeSubDomains; preload'), (b'cf-cache-status', b'DYNAMIC'), (b'X-Content-Type-Options', b'nosniff'), (b'Server', b'cloudflare'), (b'CF-RAY', b'9325bc285dc60ed4-HKG'), (b'Content-Encoding', b'gzip'), (b'alt-svc', b'h3=":443"; ma=86400')])
2025-04-19 00:03:22,235 | [32mINFO[0m | httpx | _client.py:1025 | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-19 00:03:22,236 | DEBUG | httpcore.http11 | _trace.py:47 | receive_response_body.started request=<Request [b'POST']>
2025-04-19 00:03:22,239 | DEBUG | httpcore.http11 | _trace.py:47 | receive_response_body.complete
2025-04-19 00:03:22,239 | DEBUG | httpcore.http11 | _trace.py:47 | response_closed.started
2025-04-19 00:03:22,239 | DEBUG | httpcore.http11 | _trace.py:47 | response_closed.complete
2025-04-19 00:03:22,239 | DEBUG | openai._base_client | _base_client.py:996 | HTTP Response: POST https://api.openai.com/v1/chat/completions "200 OK" Headers({'date': 'Fri, 18 Apr 2025 17:03:22 GMT', 'content-type': 'application/json', 'transfer-encoding': 'chunked', 'connection': 'keep-alive', 'access-control-expose-headers': 'X-Request-ID', 'openai-organization': 'user-azcwg4thexa6yyypiursgjjt', 'openai-processing-ms': '1558', 'openai-version': '2020-10-01', 'x-ratelimit-limit-requests': '5000', 'x-ratelimit-limit-tokens': '4000000', 'x-ratelimit-remaining-requests': '4999', 'x-ratelimit-remaining-tokens': '3999752', 'x-ratelimit-reset-requests': '12ms', 'x-ratelimit-reset-tokens': '3ms', 'x-request-id': 'req_fa7a0be9f3392bfcfab096a9595bc6d1', 'strict-transport-security': 'max-age=31536000; includeSubDomains; preload', 'cf-cache-status': 'DYNAMIC', 'x-content-type-options': 'nosniff', 'server': 'cloudflare', 'cf-ray': '9325bc285dc60ed4-HKG', 'content-encoding': 'gzip', 'alt-svc': 'h3=":443"; ma=86400'})
2025-04-19 00:03:22,240 | DEBUG | openai._base_client | _base_client.py:1004 | request_id: req_fa7a0be9f3392bfcfab096a9595bc6d1
2025-04-19 00:07:34,066 | DEBUG | httpcore.connection | _trace.py:47 | connect_tcp.started host='localhost' port=6333 local_address=None timeout=5.0 socket_options=None
2025-04-19 00:07:34,075 | DEBUG | httpcore.connection | _trace.py:47 | connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x17fc76640>
2025-04-19 00:07:34,075 | DEBUG | httpcore.http11 | _trace.py:47 | send_request_headers.started request=<Request [b'POST']>
2025-04-19 00:07:34,080 | DEBUG | httpcore.http11 | _trace.py:47 | send_request_headers.complete
2025-04-19 00:07:34,080 | DEBUG | httpcore.http11 | _trace.py:47 | send_request_body.started request=<Request [b'POST']>
2025-04-19 00:07:34,080 | DEBUG | httpcore.http11 | _trace.py:47 | send_request_body.complete
2025-04-19 00:07:34,080 | DEBUG | httpcore.http11 | _trace.py:47 | receive_response_headers.started request=<Request [b'POST']>
2025-04-19 00:07:34,191 | DEBUG | httpcore.http11 | _trace.py:47 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'transfer-encoding', b'chunked'), (b'vary', b'accept-encoding, Origin, Access-Control-Request-Method, Access-Control-Request-Headers'), (b'content-encoding', b'zstd'), (b'content-type', b'application/json'), (b'date', b'Fri, 18 Apr 2025 17:07:34 GMT')])
2025-04-19 00:07:34,192 | [32mINFO[0m | httpx | _client.py:1025 | HTTP Request: POST http://localhost:6333/collections/refinement_examples/points/query "HTTP/1.1 200 OK"
2025-04-19 00:07:34,196 | DEBUG | httpcore.http11 | _trace.py:47 | receive_response_body.started request=<Request [b'POST']>
2025-04-19 00:07:34,196 | DEBUG | httpcore.http11 | _trace.py:47 | receive_response_body.complete
2025-04-19 00:07:34,196 | DEBUG | httpcore.http11 | _trace.py:47 | response_closed.started
2025-04-19 00:07:34,196 | DEBUG | httpcore.http11 | _trace.py:47 | response_closed.complete
2025-04-19 00:07:34,197 | DEBUG | httpcore.connection | _trace.py:47 | close.started
2025-04-19 00:07:34,197 | DEBUG | httpcore.connection | _trace.py:47 | close.complete
2025-04-19 00:07:34,832 | DEBUG | openai._base_client | _base_client.py:454 | Request options: {'method': 'post', 'url': '/chat/completions', 'files': None, 'json_data': {'messages': [{'content': 'You are a professional developer with experience in writing SPARQL for ontology file. Your task is to create a plan to transform the provided natural query to SPARQL. Please follow the detailed instruction below:\n        - If a query need to compute or find out the interval of time, divide query into simple natural queries and merge queries in last step. Else please not change the query.\n        - Add level for each step: **simple**: can generate query immediately and **complex**: must use previous queries.\n        - Add type of SPARQL query for each step: SELECT, ASK, DESCRIBE and CONSTRUCT.\n        - Do not create SPARQL query.\n        - If can not create plan to transform to SPARQL, the output is []\n        The output format must be following this format: \n        [{"step": "step query", "sparql_type": "SELECT or ASK or DESCRIBE or CONSTRUCT", "level": "simple or complex"}, ...]', 'role': 'system'}, {'content': 'What is the identity of Quang Trung in the knowledge graph?', 'role': 'user'}], 'model': 'gpt-4o-mini', 'stream': False, 'temperature': 0.0}}
2025-04-19 00:07:34,832 | DEBUG | openai._base_client | _base_client.py:957 | Sending HTTP Request: POST https://api.openai.com/v1/chat/completions
2025-04-19 00:07:34,833 | DEBUG | httpcore.connection | _trace.py:47 | close.started
2025-04-19 00:07:34,834 | DEBUG | httpcore.connection | _trace.py:47 | close.complete
2025-04-19 00:07:34,834 | DEBUG | httpcore.connection | _trace.py:47 | connect_tcp.started host='api.openai.com' port=443 local_address=None timeout=None socket_options=None
2025-04-19 00:07:34,875 | DEBUG | httpcore.connection | _trace.py:47 | connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x17fc78400>
2025-04-19 00:07:34,875 | DEBUG | httpcore.connection | _trace.py:47 | start_tls.started ssl_context=<ssl.SSLContext object at 0x30d5ffc40> server_hostname='api.openai.com' timeout=None
2025-04-19 00:07:34,914 | DEBUG | httpcore.connection | _trace.py:47 | start_tls.complete return_value=<httpcore._backends.sync.SyncStream object at 0x17fc76e80>
2025-04-19 00:07:34,914 | DEBUG | httpcore.http11 | _trace.py:47 | send_request_headers.started request=<Request [b'POST']>
2025-04-19 00:07:34,914 | DEBUG | httpcore.http11 | _trace.py:47 | send_request_headers.complete
2025-04-19 00:07:34,914 | DEBUG | httpcore.http11 | _trace.py:47 | send_request_body.started request=<Request [b'POST']>
2025-04-19 00:07:34,914 | DEBUG | httpcore.http11 | _trace.py:47 | send_request_body.complete
2025-04-19 00:07:34,914 | DEBUG | httpcore.http11 | _trace.py:47 | receive_response_headers.started request=<Request [b'POST']>
2025-04-19 00:07:35,863 | DEBUG | httpcore.http11 | _trace.py:47 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Fri, 18 Apr 2025 17:07:35 GMT'), (b'Content-Type', b'application/json'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'access-control-expose-headers', b'X-Request-ID'), (b'openai-organization', b'user-azcwg4thexa6yyypiursgjjt'), (b'openai-processing-ms', b'640'), (b'openai-version', b'2020-10-01'), (b'x-ratelimit-limit-requests', b'5000'), (b'x-ratelimit-limit-tokens', b'4000000'), (b'x-ratelimit-remaining-requests', b'4999'), (b'x-ratelimit-remaining-tokens', b'3999757'), (b'x-ratelimit-reset-requests', b'12ms'), (b'x-ratelimit-reset-tokens', b'3ms'), (b'x-request-id', b'req_fd00291e3d50f7e169576bf673aae5df'), (b'strict-transport-security', b'max-age=31536000; includeSubDomains; preload'), (b'cf-cache-status', b'DYNAMIC'), (b'X-Content-Type-Options', b'nosniff'), (b'Server', b'cloudflare'), (b'CF-RAY', b'9325c25f7d3a04b6-HKG'), (b'Content-Encoding', b'gzip'), (b'alt-svc', b'h3=":443"; ma=86400')])
2025-04-19 00:07:35,864 | [32mINFO[0m | httpx | _client.py:1025 | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-19 00:07:35,866 | DEBUG | httpcore.http11 | _trace.py:47 | receive_response_body.started request=<Request [b'POST']>
2025-04-19 00:07:35,866 | DEBUG | httpcore.http11 | _trace.py:47 | receive_response_body.complete
2025-04-19 00:07:35,866 | DEBUG | httpcore.http11 | _trace.py:47 | response_closed.started
2025-04-19 00:07:35,866 | DEBUG | httpcore.http11 | _trace.py:47 | response_closed.complete
2025-04-19 00:07:35,866 | DEBUG | openai._base_client | _base_client.py:996 | HTTP Response: POST https://api.openai.com/v1/chat/completions "200 OK" Headers({'date': 'Fri, 18 Apr 2025 17:07:35 GMT', 'content-type': 'application/json', 'transfer-encoding': 'chunked', 'connection': 'keep-alive', 'access-control-expose-headers': 'X-Request-ID', 'openai-organization': 'user-azcwg4thexa6yyypiursgjjt', 'openai-processing-ms': '640', 'openai-version': '2020-10-01', 'x-ratelimit-limit-requests': '5000', 'x-ratelimit-limit-tokens': '4000000', 'x-ratelimit-remaining-requests': '4999', 'x-ratelimit-remaining-tokens': '3999757', 'x-ratelimit-reset-requests': '12ms', 'x-ratelimit-reset-tokens': '3ms', 'x-request-id': 'req_fd00291e3d50f7e169576bf673aae5df', 'strict-transport-security': 'max-age=31536000; includeSubDomains; preload', 'cf-cache-status': 'DYNAMIC', 'x-content-type-options': 'nosniff', 'server': 'cloudflare', 'cf-ray': '9325c25f7d3a04b6-HKG', 'content-encoding': 'gzip', 'alt-svc': 'h3=":443"; ma=86400'})
